Nº DE INSCRICIÓN; TIPO ENTIDADE; NOME; ENDEREZO; CÓD. POSTAL; CÓDIGO DE PROVINCIA; PROVINCIA; CÓDIGO DE CONCELLO; CONCELLO; TELÉFONO; DATA DE ALTA; TIPO_MODALIDADE; MODALIDADE; TIPO_ESPECIALIDADE; ESPECIALIDADE
C-14096;CLUBE DEPORTIVO;SPORTING LUCUS PADEL;RÚA SAN EUFRASIO, 94 4ºC;27002;27;LUGO;27028;LUGO;676032759;29/12/2020;59;PÁDEL;0;;
C-03824;CLUBE DEPORTIVO;SPORTING SAN ANTONIO CLUB DE PESCA;TUI 44, 2º, CENTRO;27004;27;LUGO;27028;LUGO;982-212566;26/02/1993;40;PESCA E CASTING;217;PESCA DE SALMONIDOS;
C-03824;CLUBE DEPORTIVO;SPORTING SAN ANTONIO CLUB DE PESCA;TUI 44, 2º, CENTRO;27004;27;LUGO;27028;LUGO;982-212566;26/02/1993;40;PESCA E CASTING;219;PESCA FLUVIAL;
C-08670;CLUBE DEPORTIVO;SYKES LUGO FUTBOL SALA;RÚA TREBOL, 17-3º D;27002;27;LUGO;27028;LUGO;654495210;21/10/2005;5;BALONCESTO;0;;
C-08670;CLUBE DEPORTIVO;SYKES LUGO FUTBOL SALA;RÚA TREBOL, 17-3º D;27002;27;LUGO;27028;LUGO;654495210;21/10/2005;24;FÚTBOL;0;;
C-08670;CLUBE DEPORTIVO;SYKES LUGO FUTBOL SALA;RÚA TREBOL, 17-3º D;27002;27;LUGO;27028;LUGO;654495210;21/10/2005;25;FÚTBOL SALA;0;;
C-08670;CLUBE DEPORTIVO;SYKES LUGO FUTBOL SALA;RÚA TREBOL, 17-3º D;27002;27;LUGO;27028;LUGO;654495210;21/10/2005;48;TENIS;0;;
C-13832;CLUBE DEPORTIVO;TEAM BIKE OUTEIRO DE REI;SAN XOSE 5 1 C;27003;27;LUGO;27028;LUGO;608994589;14/11/2019;2;ATLETISMO;0;;
C-13832;CLUBE DEPORTIVO;TEAM BIKE OUTEIRO DE REI;SAN XOSE 5 1 C;27003;27;LUGO;27028;LUGO;608994589;14/11/2019;13;CICLISMO;0;;
C-13832;CLUBE DEPORTIVO;TEAM BIKE OUTEIRO DE REI;SAN XOSE 5 1 C;27003;27;LUGO;27028;LUGO;608994589;14/11/2019;39;PENTATLON MOD. E TRIATLON;0;;
C-12538;CLUBE DEPORTIVO;TEAM YO VIC PRODUCTO BALEAR;RÚA CURROS ENRIQUEZ, 10 BAIXO;27003;27;LUGO;27028;LUGO;982815144;02/02/2016;13;CICLISMO;0;;
C-03484;CLUBE DEPORTIVO;TEJONES BEISBOL C.;RAFAEL VEGA, Nº20;27002;27;LUGO;27028;LUGO;;05/03/1992;7;BEÍSBOL;0;;
C-14587;CLUBE DEPORTIVO;TERRA PADEL;RÚA DA TERRA, 96;27297;27;LUGO;27028;LUGO;610105351;23/12/2022;59;PÁDEL;0;;
C-08386;CLUBE DEPORTIVO;THE OPPOSITE CLUB;RÚA FLOR DE MALVA, 28-4º E;27003;27;LUGO;27028;LUGO;676163859;25/01/2005;13;CICLISMO;0;;
C-08386;CLUBE DEPORTIVO;THE OPPOSITE CLUB;RÚA FLOR DE MALVA, 28-4º E;27003;27;LUGO;27028;LUGO;676163859;25/01/2005;37;PATINAXE;0;;
C-10579;CLUBE DEPORTIVO;TIERRAS DE LUGOR;BIDUEIRO 2;27004;27;LUGO;27028;LUGO;657668106;06/09/2010;25;FÚTBOL SALA;0;;
C-14492;CLUBE DEPORTIVO;TORQUES DE LUGOSLAVIA FUTBOL GAELICO;ROLDA FONTIÑAS, 118 - 2ºC;27002;27;LUGO;27028;LUGO;657919517;04/08/2022;24;FÚTBOL;0;;
C-07936;CLUBE DEPORTIVO;TRANSPORTES CASTELAO FUTBOL SALA;CARRETERA DE VEGADEO, 114;27192;27;LUGO;27028;LUGO;982303245;04/11/2003;25;FÚTBOL SALA;0;;
C-14743;CLUBE DEPORTIVO;TREXOS;CAMIÑO DE ROCA, 10;27003;27;LUGO;27028;LUGO;636950728;18/07/2023;34;MOTOCICLISMO;0;;
C-13992;CLUBE DEPORTIVO;TRINAT GALICIA;PRAZA DE ALACANTE, 13 1º DEREITA;27004;27;LUGO;27028;LUGO;687193918;21/07/2020;2;ATLETISMO;0;;
C-13992;CLUBE DEPORTIVO;TRINAT GALICIA;PRAZA DE ALACANTE, 13 1º DEREITA;27004;27;LUGO;27028;LUGO;687193918;21/07/2020;13;CICLISMO;0;;
C-13992;CLUBE DEPORTIVO;TRINAT GALICIA;PRAZA DE ALACANTE, 13 1º DEREITA;27004;27;LUGO;27028;LUGO;687193918;21/07/2020;36;NATACION;0;;
C-13992;CLUBE DEPORTIVO;TRINAT GALICIA;PRAZA DE ALACANTE, 13 1º DEREITA;27004;27;LUGO;27028;LUGO;687193918;21/07/2020;39;PENTATLON MOD. E TRIATLON;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;2;ATLETISMO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;3;AUTOMOBILISMO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;4;BÁDMINTON;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;5;BALONCESTO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;6;BALONMÁN;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;7;BEÍSBOL;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;8;BILLAR;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;9;BOLOS;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;10;BOXEO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;11;CAZA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;13;CICLISMO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;19;DEPORTES DE PERSOAS CON DISCAPACIDADE FÍSICA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;21;ESGRIMA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;22;ESPELEOLOXÍA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;24;FÚTBOL;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;25;FÚTBOL SALA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;26;GOLF;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;27;HALTEROFILIA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;28;HÍPICA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;30;KÁRATE E D.A.;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;32;LOITA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;33;MONTAÑISMO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;34;MOTOCICLISMO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;36;NATACION;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;37;PATINAXE;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;38;PELOTA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;39;PENTATLON MOD. E TRIATLON;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;40;PESCA E CASTING;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;41;PETANCA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;42;PIRAGÜISMO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;43;REMO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;44;RUGBI;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;46;SQUASH;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;47;TAEKWONDO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;48;TENIS;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;49;TENIS DE MESA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;50;TIRO CON ARCO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;51;TIRO Ó VOO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;52;TIRO OLÍMPICO;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;53;VELA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;54;VOLEIBOL;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;55;XADREZ;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;56;XIMNASIA;0;;
C-09247;CLUBE DEPORTIVO;UNION DEPORTIVA LUGO;RÚA LAMAS DE PRADO, 176, 1º;27004;27;LUGO;27028;LUGO;656458809;12/03/2007;57;XOQUEI;0;;
C-13149;CLUBE DEPORTIVO;VESPA LUGO EQUIPO DE RESCATE;RONDA MURALLA, 70;27002;27;LUGO;27028;LUGO;656270534;19/12/2017;34;MOTOCICLISMO;0;;
C-12550;CLUBE DEPORTIVO;VETERANOS LVCUS CLUB TENIS DE MESA;AVDA. ALFONSO X O SABIO, 23-3º C;27002;27;LUGO;27028;LUGO;666563459;15/02/2016;49;TENIS DE MESA;0;;
C-11156;CLUBE DEPORTIVO;WEST SURF CLUB;RONDA DE FONTIÑAS, 180-6º E;27002;27;LUGO;27028;LUGO;607464248;01/03/2012;58;SURF;0;;
C-13976;CLUBE DEPORTIVO;XABARINS VOLEI LUGO;RUA MONTE PICATO, 18 1ºE;27004;27;LUGO;27028;LUGO;607454858;19/06/2020;54;VOLEIBOL;0;;
C-14145;CLUBE DEPORTIVO;XUNCAS DIVERSIA;RONDA DA MURALLA, 163 - 1º IZDA;27004;27;LUGO;27028;LUGO;629953287;02/03/2021;2;ATLETISMO;0;;
C-14145;CLUBE DEPORTIVO;XUNCAS DIVERSIA;RONDA DA MURALLA, 163 - 1º IZDA;27004;27;LUGO;27028;LUGO;629953287;02/03/2021;5;BALONCESTO;0;;
C-14145;CLUBE DEPORTIVO;XUNCAS DIVERSIA;RONDA DA MURALLA, 163 - 1º IZDA;27004;27;LUGO;27028;LUGO;629953287;02/03/2021;6;BALONMÁN;0;;
C-14145;CLUBE DEPORTIVO;XUNCAS DIVERSIA;RONDA DA MURALLA, 163 - 1º IZDA;27004;27;LUGO;27028;LUGO;629953287;02/03/2021;54;VOLEIBOL;0;;
C-08247;CLUBE DEPORTIVO;YO KE SE FUTBOL SALA;RUA CAMIÑO REAL, 7-ENTRECHAN 3;27004;27;LUGO;27028;LUGO;687667172;06/09/2004;25;FÚTBOL SALA;0;;
C-13378;CLUBE DEPORTIVO;YOCREAPPTIVE SALA;SANTO GRIAL, 27;27003;27;LUGO;27028;LUGO;690261509;01/10/2018;24;FÚTBOL;0;;
C-03517;CLUBE DEPORTIVO;ZEUS BEISBOL C.;AVDA. DA CORUÑA, 75-3º D;27003;27;LUGO;27028;LUGO;;24/03/1992;7;BEÍSBOL;119;SOFTBOL;
C-06304;CLUBE DEPORTIVO;ZÁNGANOS F.S.;GARCÍA ABAD, 1, 1ºC;27002;27;LUGO;27028;LUGO;982226802;14/09/1999;25;FÚTBOL SALA;0;;
C-06252;CLUBE DEPORTIVO;A.D. MEIRA;FEDERICO GONZÁLEZ LÓPEZ S/N;27240;27;LUGO;27029;MEIRA;982184091;08/07/1999;13;CICLISMO;0;;
C-06252;CLUBE DEPORTIVO;A.D. MEIRA;FEDERICO GONZÁLEZ LÓPEZ S/N;27240;27;LUGO;27029;MEIRA;982184091;08/07/1999;24;FÚTBOL;0;;
C-06252;CLUBE DEPORTIVO;A.D. MEIRA;FEDERICO GONZÁLEZ LÓPEZ S/N;27240;27;LUGO;27029;MEIRA;982184091;08/07/1999;25;FÚTBOL SALA;0;;
C-06252;CLUBE DEPORTIVO;A.D. MEIRA;FEDERICO GONZÁLEZ LÓPEZ S/N;27240;27;LUGO;27029;MEIRA;982184091;08/07/1999;48;TENIS;0;;
C-06252;CLUBE DEPORTIVO;A.D. MEIRA;FEDERICO GONZÁLEZ LÓPEZ S/N;27240;27;LUGO;27029;MEIRA;982184091;08/07/1999;49;TENIS DE MESA;0;;
C-08003;CLUBE DEPORTIVO;ASOCIACION DE TIRO AL PLATO OS LAMAGUEIROS;LOURIDO, 9;27240;27;LUGO;27029;MEIRA;982330143;23/12/2003;52;TIRO OLÍMPICO;0;;
C-06549;CLUBE DEPORTIVO;C. 4x4 DO ALTO MIÑO;GENERALISIMO 23-25;27240;27;LUGO;27029;MEIRA;646592163;24/03/2000;3;AUTOMOBILISMO;0;;
C-04091;CLUBE DEPORTIVO;C. BALONCESTO MEIRA;MAYOR, Nº24;27240;27;LUGO;27029;MEIRA;982-330209;13/12/1993;5;BALONCESTO;0;;
C-05523;CLUBE DEPORTIVO;C. CICLISTA MEIRA;LOURIDO, 17;27240;27;LUGO;27029;MEIRA;686499738;22/08/1997;13;CICLISMO;0;;
C-07689;CLUBE DEPORTIVO;CLUB AUTOMOVILISTICO TIBOR;AVDA. GENERALISIMO, 40;27240;27;LUGO;27029;MEIRA;607671041;26/03/2003;3;AUTOMOBILISMO;0;;
C-08401;CLUBE DEPORTIVO;CLUB BALONCESTO VILA DE MEIRA;AVDA. XERAL, 95;27240;27;LUGO;27029;MEIRA;653605462;09/02/2005;5;BALONCESTO;0;;
C-08401;CLUBE DEPORTIVO;CLUB BALONCESTO VILA DE MEIRA;AVDA. XERAL, 95;27240;27;LUGO;27029;MEIRA;653605462;09/02/2005;24;FÚTBOL;0;;
C-08401;CLUBE DEPORTIVO;CLUB BALONCESTO VILA DE MEIRA;AVDA. XERAL, 95;27240;27;LUGO;27029;MEIRA;653605462;09/02/2005;25;FÚTBOL SALA;0;;
C-10753;CLUBE DEPORTIVO;CLUB DE BOLOS O CARBALLAL;LOURIDO,10 2ºB;27240;27;LUGO;27029;MEIRA;686538090;16/02/2011;9;BOLOS;0;;
C-06961;CLUBE DEPORTIVO;CLUB DE CAZADORES DE MEIRA;RÚA DO ADRIO 23, 2º;27240;27;LUGO;27029;MEIRA;653735897;27/03/2001;11;CAZA;0;;
C-06765;CLUBE DEPORTIVO;CLUB MEIRA FÚTBOL SALA;AVDA. GENERALISIMO, 40 BAIXO (TIBOR);27240;27;LUGO;27029;MEIRA;982330656;13/10/2000;24;FÚTBOL;0;;
C-06765;CLUBE DEPORTIVO;CLUB MEIRA FÚTBOL SALA;AVDA. GENERALISIMO, 40 BAIXO (TIBOR);27240;27;LUGO;27029;MEIRA;982330656;13/10/2000;25;FÚTBOL SALA;0;;
C-02731;CLUBE DEPORTIVO;ESCU. RUTAS DEL EO;JOSE ANTONIO, Nº16 BAJO;;27;LUGO;27029;MEIRA;982330183;23/07/1990;3;AUTOMOBILISMO;0;;
C-08951;CLUBE DEPORTIVO;ESCUDERIA MEIRA;PRAZA MAIOR, 23 BAIXO;27240;27;LUGO;27029;MEIRA;696883371;20/06/2006;3;AUTOMOBILISMO;0;;
C-07053;CLUBE DEPORTIVO;MEIRA FÚTBOL CLUBE;AVDA DE LUGO, 69;27240;27;LUGO;27029;MEIRA;696996080;15/06/2001;24;FÚTBOL;0;;
C-00639;CLUBE DEPORTIVO;A. D. REI CINTOLO;VIÑAS DA VEIGA, BLOQUE 4, PORTAL 7-2º I;;27;LUGO;27030;MONDOÑEDO;;20/09/1985;22;ESPELEOLOXÍA;0;;
C-07690;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA ELIXE TU;RÚA VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;665362955;26/03/2003;5;BALONCESTO;0;;
C-07690;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA ELIXE TU;RÚA VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;665362955;26/03/2003;6;BALONMÁN;0;;
C-07690;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA ELIXE TU;RÚA VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;665362955;26/03/2003;25;FÚTBOL SALA;0;;
C-07690;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA ELIXE TU;RÚA VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;665362955;26/03/2003;48;TENIS;0;;
C-07690;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA ELIXE TU;RÚA VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;665362955;26/03/2003;49;TENIS DE MESA;0;;
C-07690;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA ELIXE TU;RÚA VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;665362955;26/03/2003;55;XADREZ;0;;
C-08747;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA FAI DEPORTE;PRAZA DO CONCELLO,1;27740;27;LUGO;27030;MONDOÑEDO;635110122;13/12/2005;5;BALONCESTO;0;;
C-08747;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA FAI DEPORTE;PRAZA DO CONCELLO,1;27740;27;LUGO;27030;MONDOÑEDO;635110122;13/12/2005;24;FÚTBOL;0;;
C-08747;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA FAI DEPORTE;PRAZA DO CONCELLO,1;27740;27;LUGO;27030;MONDOÑEDO;635110122;13/12/2005;25;FÚTBOL SALA;0;;
C-08747;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA FAI DEPORTE;PRAZA DO CONCELLO,1;27740;27;LUGO;27030;MONDOÑEDO;635110122;13/12/2005;36;NATACION;0;;
C-08747;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA FAI DEPORTE;PRAZA DO CONCELLO,1;27740;27;LUGO;27030;MONDOÑEDO;635110122;13/12/2005;48;TENIS;0;;
C-08747;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA FAI DEPORTE;PRAZA DO CONCELLO,1;27740;27;LUGO;27030;MONDOÑEDO;635110122;13/12/2005;49;TENIS DE MESA;0;;
C-02831;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA MONDOÑEDO CIUDAD;FONTE VELLA, 4;27740;27;LUGO;27030;MONDOÑEDO;982521420;20/11/1990;24;FÚTBOL;0;;
C-12392;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA SALTO DO CORO;RÚA ALFONSO VII, 31 2º;27740;27;LUGO;27030;MONDOÑEDO;690147151;16/09/2015;4;BÁDMINTON;0;;
C-12392;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA SALTO DO CORO;RÚA ALFONSO VII, 31 2º;27740;27;LUGO;27030;MONDOÑEDO;690147151;16/09/2015;5;BALONCESTO;0;;
C-12392;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA SALTO DO CORO;RÚA ALFONSO VII, 31 2º;27740;27;LUGO;27030;MONDOÑEDO;690147151;16/09/2015;25;FÚTBOL SALA;0;;
C-12392;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA SALTO DO CORO;RÚA ALFONSO VII, 31 2º;27740;27;LUGO;27030;MONDOÑEDO;690147151;16/09/2015;33;MONTAÑISMO;0;;
C-12392;CLUBE DEPORTIVO;ASOCIACION DEPORTIVA SALTO DO CORO;RÚA ALFONSO VII, 31 2º;27740;27;LUGO;27030;MONDOÑEDO;690147151;16/09/2015;49;TENIS DE MESA;0;;
C-09224;CLUBE DEPORTIVO;ASOCIACIÓN A TOXIZA;ESTELO S/N;27740;27;LUGO;27030;MONDOÑEDO;679054466;27/02/2007;11;CAZA;0;;
C-09045;CLUBE DEPORTIVO;ASOCIACIÓN DEPORTIVA MONDOÑEDO CLUB BALONCESTO;COMPLEXO DEPORTIVO VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;605788699;02/10/2006;5;BALONCESTO;0;;
C-09045;CLUBE DEPORTIVO;ASOCIACIÓN DEPORTIVA MONDOÑEDO CLUB BALONCESTO;COMPLEXO DEPORTIVO VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;605788699;02/10/2006;25;FÚTBOL SALA;0;;
C-07127;CLUBE DEPORTIVO;ASOCIACIÓN MARISMAS;VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;686105917;04/09/2001;37;PATINAXE;0;;
C-05937;CLUBE DEPORTIVO;C. MONDOÑEDO F.S.;MASMA , 8;27749;27;LUGO;27030;MONDOÑEDO;982507011;10/09/1998;25;FÚTBOL SALA;0;;
C-03436;CLUBE DEPORTIVO;C. SAN ROSENDO;MENDEZ NUÑEZ, 21;27740;27;LUGO;27030;MONDOÑEDO;982-521991;04/02/1992;25;FÚTBOL SALA;0;;
C-00070;CLUBE DEPORTIVO;C. SANTA CATALINA DE MONDOÑEDO;PRAZA DO SEMINARIO, 1;;27;LUGO;27030;MONDOÑEDO;982521000;28/11/1983;2;ATLETISMO;0;;
C-00070;CLUBE DEPORTIVO;C. SANTA CATALINA DE MONDOÑEDO;PRAZA DO SEMINARIO, 1;;27;LUGO;27030;MONDOÑEDO;982521000;28/11/1983;5;BALONCESTO;0;;
C-00070;CLUBE DEPORTIVO;C. SANTA CATALINA DE MONDOÑEDO;PRAZA DO SEMINARIO, 1;;27;LUGO;27030;MONDOÑEDO;982521000;28/11/1983;49;TENIS DE MESA;0;;
C-03188;CLUBE DEPORTIVO;C.E FARRUCOS F.S.;IMPRENTA;27740;27;LUGO;27030;MONDOÑEDO;;23/09/1991;25;FÚTBOL SALA;0;;
C-12022;CLUBE DEPORTIVO;CLUB CICLISTA 7 VOLTAS;RÚA PROGRESO, 11-1º;27740;27;LUGO;27030;MONDOÑEDO;605790138;14/08/2014;2;ATLETISMO;0;;
C-12022;CLUBE DEPORTIVO;CLUB CICLISTA 7 VOLTAS;RÚA PROGRESO, 11-1º;27740;27;LUGO;27030;MONDOÑEDO;605790138;14/08/2014;13;CICLISMO;0;;
C-12022;CLUBE DEPORTIVO;CLUB CICLISTA 7 VOLTAS;RÚA PROGRESO, 11-1º;27740;27;LUGO;27030;MONDOÑEDO;605790138;14/08/2014;39;PENTATLON MOD. E TRIATLON;0;;
C-12022;CLUBE DEPORTIVO;CLUB CICLISTA 7 VOLTAS;RÚA PROGRESO, 11-1º;27740;27;LUGO;27030;MONDOÑEDO;605790138;14/08/2014;61;ORIENTACIÓN;0;;
C-08736;CLUBE DEPORTIVO;CLUB DE LOITA MONDOÑEDO;RÚA BASANTA SILVA, 12-1º;27800;27;LUGO;27030;MONDOÑEDO;677518621;30/11/2005;32;LOITA;0;;
C-07095;CLUBE DEPORTIVO;CLUBE AERONAUTICO CIDADE DE MONDOÑEDO;COMPLEXO DEPORTIVO VIÑAS DA VEIGA, S/N;27740;27;LUGO;27030;MONDOÑEDO;629435373;19/07/2001;17;DEPORTES AÉREOS;0;;
